Pur,Ch,Dm,Adr,Pos,U#,Type,Load,Acc,Clr,Gbo,Gsiz,Ckt,C#,Cbl,DtaC,Mk,Sys,RAM,DMX,CAT,L620,SGP,CT,VT,Mod,DPF,HC,MD,FIBR,IRN,PCon,T1,ADPT,OCH,IP,NFN,NF,HFC,Print,SLXN,FCAN,Scy,L/R,U/D,Nt,US,DS,SR,SL,Top,Bot,Foc,Ax,Bm,Layer,Legend,Class,XCord,YCord,ZCord,Rot,VWFcPt,LtOrd,LW,Ext,Sym,Plt,Univ,DMX,Phs,PosOrd,WkStat,DTyp,ClrFm,When,Pos & U#,Type & Acc,Type & Load,Type & Acc & Load,Ckt & C#,Clr & Gbo,Flgs,DxQ,Wt,Typ Sym,Lbl Lgnd,LtPlt,Acc Wt,Prof,Pur Nt,Ch Nt,Dm Nt,Adr Nt,Pos Nt,U# Nt,Type Nt,Load Nt,Acc Nt,Clr Nt,Gbo Nt,Gsiz Nt,Ckt Nt,C# Nt,Cbl Nt,DtaC Nt,Mk Nt,Sys Nt,RAM Nt,DMX Nt,CAT Nt,L620 Nt,SGP Nt,CT Nt,VT Nt,Mod Nt,DPF Nt,HC Nt,MD Nt,FIBR Nt,IRN Nt,PCon Nt,T1 Nt,ADPT Nt,OCH Nt,IP Nt,NFN Nt,NF Nt,HFC Nt,Print Nt,SLXN Nt,FCAN Nt,Scy Nt,L/R Nt,U/D Nt,Nt Nt,Ct1 Nt
Sconce,414,246,1/246,SL Wall,5,Sconce,225,,,,,2J,4,,,,A,,,,,,,,,,,,,,,,,,,,,NO,,SLX,SCONCE,,,,,,,,,,,Not,,,[GP] LX-Deck and SLX,GS LED3,None,"47'-9""","129'-8""",0',,,6,5AE494:261D:1D:1F:Vecto,1811.1.1.0.0,LED3,Yes,1,246,,24,,Practical,,11/10/21 at 3:21 PM - YCoord  by Vectorworks,SL Wall #5,Sconce,Sconce 225w,Sconce 225w,2J-4,,,,,LED3,GS LED3,True,,,,,,,,,Use 75w A19 Frosted Bulbs,,,,,,Side Wall Far,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL Door,391,253,1/253,SL Wall,6,Mini 10,1000,,NC,,,2K,6,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tilt 45-degrees to door.  All barndoors open.,,,,,,,Not,,,[GP] LX-Overstage,GS Striplight,None,"29'-1""",3',0',90°,,7,347926:B0A:1D:1B:Vecto,1772.1.1.0.0,Mini-10 Worklight 1kw,Yes,1,253,,24,,Light,,11/10/21 at 3:21 PM - YCoord  by Vectorworks,SL Wall #6,Mini 10,Mini 10 1kW,Mini 10 1kW,2K-6,NC,,1,,Mini-10 Worklight 1kw,GS Striplight,True,,,,,,,,,,,,,,,Side Wall Far,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Festoon Swag,442,252,1/252,SL Wall,7,Festoon Swag,,,,,,2K,5,,,,A,,,,,,,,,,,,,,,,,,,,,NO,,SLX,FESTOON SWAG,,,,,,,,,,,Not,,,[GP] LX-Deck and SLX,GS Main Tight,None,"57'-3""","122'-1""",0',,,8,1DDEBE:27B3:1D:1F:Vecto,1817.1.1.0.0,Prac-1*,Yes,1,252,,24,,Practical,,11/10/21 at 3:21 PM - YCoord  by Vectorworks,SL Wall #7,Festoon Swag,Festoon Swag,Festoon Swag,2K-5,,,,,Prac-1*,GS Main,True,,,,,,,,,,,,,,,Side Wall Far,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sconce,415,248,1/248,SL Wall,8,Sconce,225,,,,,2K,1,,,,A,,,,,,,,,,,,,,,,,,,,,NO,,SLX,SCONCE,,,,,,,,,,,Not,,,[GP] LX-Deck and SLX,GS LED3,None,"68'-9""","123'-8""",0',,,9,7FF4A0:2600:1D:1F:Vecto,1812.1.1.0.0,LED3,Yes,1,248,,24,,Practical,,11/10/21 at 3:21 PM - YCoord  by Vectorworks,SL Wall #8,Sconce,Sconce 225w,Sconce 225w,2K-1,,,,,LED3,GS LED3,True,,,,,,,,,Use 75w A19 Frosted Bulbs,,,,,,Side Wall Far,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sconce,416,249,1/249,SL Wall,9,Sconce,225,,,,,2K,2,,,,A,,,,,,,,,,,,,,,,,,,,,NO,,SLX,SCONCE,,,,,,,,,,,Not,,,[GP] LX-Deck and SLX,GS LED3,None,"61'-9""","123'-8""",0',,,10,4B0204:25E3:1D:1F:Vecto,1813.1.1.0.0,LED3,Yes,1,249,,24,,Practical,,11/10/21 at 3:21 PM - YCoord  by Vectorworks,SL Wall #9,Sconce,Sconce 225w,Sconce 225w,2K-2,,,,,LED3,GS LED3,True,,,,,,,,,Use 75w A19 Frosted Bulbs,,,,,,Side Wall Far,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sconce,417,250,1/250,SL Wall,10,Sconce,225,,,,,2K,3,,,,A,,,,,,,,,,,,,,,,,,,,,NO,,SLX,SCONCE,,,,,,,,,,,Not,,,[GP] LX-Deck and SLX,GS LED3,None,"54'-9""","123'-8""",0',,,11,613D2F:25C6:1D:1F:Vecto,1814.1.1.0.0,LED3,Yes,1,250,,24,,Practical,,11/10/21 at 3:21 PM - YCoord  by Vectorworks,SL Wall #10,Sconce,Sconce 225w,Sconce 225w,2K-3,,,,,LED3,GS LED3,True,,,,,,,,,Use 75w A19 Frosted Bulbs,,,,,,Side Wall Far,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sconce,418,251,1/251,SL Wall,11,Sconce,225,,,,,2K,4,,,,A,,,,,,,,,,,,,,,,,,,,,NO,,SLX,SCONCE,,,,,,,,,,,Not,,,[GP] LX-Deck and SLX,GS LED3,None,"47'-9""","123'-8""",0',,,12,501563:25A9:1D:1F:Vecto,1815.1.1.0.0,LED3,Yes,1,251,,24,,Practical,,11/10/21 at 3:21 PM - YCoord  by Vectorworks,SL Wall #11,Sconce,Sconce 225w,Sconce 225w,2K-4,,,,,LED3,GS LED3,True,,,,,,,,,Use 75w A19 Frosted Bulbs,,,,,,Side Wall Far,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spare Circuit,,264,,SR Wall,,,,,,,,2N,6,,,,A,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,Tilt 45-degrees to door.  All barndoors open.,,,,,,,Not,,,[GP] LX-Overstage,GS Striplight,None,"-29'-1""",3',0',-90°,,1,9C74E:B27:1D:1B:Vecto,1771.1.1.0.0,S4-19 750w-Short,No,,,,25,,Light,,11/6/21 at 12:41 PM - HFC  by me,SR Wall #,,,,2N-6,,,,,S4-19 750w-Short,,False,,,,,,,,,,,,,,,Side Wall Near,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Festoon Swag,443,258,1/258,SR Wall,1,Festoon Swag,,,,,,2M,5,,,,A,,,,,,,,,,,,,,,,,,,,,NO,,SLX,FESTOON SWAG,,,,,,,,,,,Not,,,[GP] LX-Deck and SLX,GS Main Tight,None,"-57'-3""","128'-1""",0',,,2,81F678:280A:1D:1F:Vecto,1806.1.1.0.0,Prac-1*,Yes,1,258,,25,,Practical,,11/10/21 at 3:21 PM - YCoord  by Vectorworks,SR Wall #1,Festoon Swag,Festoon Swag,Festoon Swag,2M-5,,,,,Prac-1*,GS Main,True,,,,,,,,,,,,,,,Side Wall Near,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sconce,421,254,1/254,SR Wall,2,Sconce,225,,,,,2M,1,,,,A,,,,,,,,,,,,,,,,,,,,,NO,,SLX,SCONCE,,,,,,,,,,,Not,,,[GP] LX-Deck and SLX,GS LED3,None,"-68'-9""","129'-8""",0',,,3,922E40:275C:1D:1F:Vecto,1798.1.1.0.0,LED3,Yes,1,254,,25,,Practical,,11/10/21 at 3:21 PM - YCoord  by Vectorworks,SR Wall #2,Sconce,Sconce 225w,Sconce 225w,2M-1,,,,,LED3,GS LED3,True,,,,,,,,,Use 75w A19 Frosted Bulbs,,,,,,Side Wall Near,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sconce,422,255,1/255,SR Wall,3,Sconce,225,,,,,2M,2,,,,A,,,,,,,,,,,,,,,,,,,,,NO,,SLX,SCONCE,,,,,,,,,,,Not,,,[GP] LX-Deck and SLX,GS LED3,None,"-61'-9""","129'-8""",0',,,4,844EEA:273F:1D:1F:Vecto,1799.1.1.0.0,LED3,Yes,1,255,,25,,Practical,,11/10/21 at 3:21 PM - YCoord  by Vectorworks,SR Wall #3,Sconce,Sconce 225w,Sconce 225w,2M-2,,,,,LED3,GS LED3,True,,,,,,,,,Use 75w A19 Frosted Bulbs,,,,,,Side Wall Near,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SR Runlight,813,,,SR Wall,3w,S4-PAR WFL,,,L132,,,2M,6,,,,A,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,,Not,,,,,,0',0',0',,,5,543AC7:D760:3B:1C:Ronal,,,No,,,,25,,Light,,10/18/21 at 8:44 PM - HFC  by me,SR Wall #3w,S4-PAR WFL,S4-PAR WFL,S4-PAR WFL,2M-6,L132,,,,,,True,,,,,,,,,,,,,,,Side Wall Near,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sconce,423,256,1/256,SR Wall,4,Sconce,225,,,,,2M,3,,,,A,,,,,,,,,,,,,,,,,,,,,NO,,SLX,SCONCE,,,,,,,,,,,Not,,,[GP] LX-Deck and SLX,GS LED3,None,"-54'-9""","129'-8""",0',,,6,967BBE:2722:1D:1F:Vecto,1800.1.1.0.0,LED3,Yes,1,256,,25,,Practical,,11/10/21 at 3:21 PM - YCoord  by Vectorworks,SR Wall #4,Sconce,Sconce 225w,Sconce 225w,2M-3,,,,,LED3,GS LED3,True,,,,,,,,,Use 75w A19 Frosted Bulbs,,,,,,Side Wall Near,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sconce,424,257,1/257,SR Wall,5,Sconce,225,,,,,2M,4,,,,A,,,,,,,,,,,,,,,,,,,,,NO,,SLX,SCONCE,,,,,,,,,,,Not,,,[GP] LX-Deck and SLX,GS LED3,None,"-47'-9""","129'-8""",0',,,7,47E508:2705:1D:1F:Vecto,1801.1.1.0.0,LED3,Yes,1,257,,25,,Practical,,11/10/21 at 3:21 PM - YCoord  by Vectorworks,SR Wall #5,Sconce,Sconce 225w,Sconce 225w,2M-4,,,,,LED3,GS LED3,True,,,,,,,,,Use 75w A19 Frosted Bulbs,,,,,,Side Wall Near,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Festoon Swag,444,263,1/263,SR Wall,7,Festoon Swag,,,,,,2N,5,,,,A,,,,,,,,,,,,,,,,,,,,,NO,,SLX,FESTOON SWAG,,,,,,,,,,,Not,,,[GP] LX-Deck and SLX,GS Main Tight,None,"-57'-3""","122'-1""",0',,,8,5F113B:27ED:1D:1F:Vecto,1807.1.1.0.0,Prac-1*,Yes,1,263,,25,,Practical,,11/10/21 at 3:21 PM - YCoord  by Vectorworks,SR Wall #7,Festoon Swag,Festoon Swag,Festoon Swag,2N-5,,,,,Prac-1*,GS Main,True,,,,,,,,,,,,,,,Side Wall Near,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sconce,425,259,1/259,SR Wall,8,Sconce,225,,,,,2N,1,,,,A,,,,,,,,,,,,,,,,,,,,,NO,,SLX,SCONCE,,,,,,,,,,,Not,,,[GP] LX-Deck and SLX,GS LED3,None,"-68'-9""","123'-8""",0',,,9,13A9BE:26E8:1D:1F:Vecto,1802.1.1.0.0,LED3,Yes,1,259,,25,,Practical,,11/10/21 at 3:21 PM - YCoord  by Vectorworks,SR Wall #8,Sconce,Sconce 225w,Sconce 225w,2N-1,,,,,LED3,GS LED3,True,,,,,,,,,Use 75w A19 Frosted Bulbs,,,,,,Side Wall Near,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sconce,426,260,1/260,SR Wall,9,Sconce,225,,,,,2N,2,,,,A,,,,,,,,,,,,,,,,,,,,,NO,,SLX,SCONCE,,,,,,,,,,,Not,,,[GP] LX-Deck and SLX,GS LED3,None,"-61'-9""","123'-8""",0',,,10,5D6932:26CB:1D:1F:Vecto,1803.1.1.0.0,LED3,Yes,1,260,,25,,Practical,,11/10/21 at 3:21 PM - YCoord  by Vectorworks,SR Wall #9,Sconce,Sconce 225w,Sconce 225w,2N-2,,,,,LED3,GS LED3,True,,,,,,,,,Use 75w A19 Frosted Bulbs,,,,,,Side Wall Near,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sconce,427,261,1/261,SR Wall,10,Sconce,225,,,,,2N,3,,,,A,,,,,,,,,,,,,,,,,,,,,NO,,SLX,SCONCE,,,,,,,,,,,Not,,,[GP] LX-Deck and SLX,GS LED3,None,"-54'-9""","123'-8""",0',,,11,16E2B:26AE:1D:1F:Vecto,1804.1.1.0.0,LED3,Yes,1,261,,25,,Practical,,11/10/21 at 3:21 PM - YCoord  by Vectorworks,SR Wall #10,Sconce,Sconce 225w,Sconce 225w,2N-3,,,,,LED3,GS LED3,True,,,,,,,,,Use 75w A19 Frosted Bulbs,,,,,,Side Wall Near,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sconce,428,262,1/262,SR Wall,11,Sconce,225,,,,,2N,4,,,,A,,,,,,,,,,,,,,,,,,,,,NO,,SLX,SCONCE,,,,,,,,,,,Not,,,[GP] LX-Deck and SLX,GS LED3,None,"-47'-9""","123'-8""",0',,,12,5D39D8:2691:1D:1F:Vecto,1805.1.1.0.0,LED3,Yes,1,262,,25,,Practical,,11/10/21 at 3:21 PM - YCoord  by Vectorworks,SR Wall #11,Sconce,Sconce 225w,Sconce 225w,2N-4,,,,,LED3,GS LED3,True,,,,,,,,,Use 75w A19 Frosted Bulbs,,,,,,Side Wall Near,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spare Circuit,,,,US Wall,,,,,,,,2Q,2,,,,A,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,,Not,,,,,,0',0',0',,,1,16F6FD:107BC:17:F:Ronal,,,No,,,,26,,Light,,10/18/21 at 8:44 PM - HFC  by me,US Wall #,,,,2Q-2,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spare Circuit,,,,US Wall,,,,,,,,2Q,6,,,,A,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,,Not,,,,,,0',0',0',,,2,6B27B4:D766:3B:1C:Ronal,,,No,,,,26,,Light,,10/18/21 at 8:44 PM - HFC  by me,US Wall #,,,,2Q-6,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spare Circuit,,,,US Wall,,,,,,,,2P,6,,,,A,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,,Not,,,,,,0',0',0',,,3,604FEF:D764:3B:1C:Ronal,,,No,,,,26,,Light,,10/18/21 at 8:44 PM - HFC  by me,US Wall #,,,,2P-6,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spare Circuit,,,,US Wall,,,,,,,,2P,5,,,,A,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,,Not,,,,,,0',0',0',,,4,8AE6AE:D762:3B:1C:Ronal,,,No,,,,26,,Light,,10/18/21 at 8:44 PM - HFC  by me,US Wall #,,,,2P-5,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fog DL,3001,N21,1/391,US Wall,1,Viper NT,1300,,,,,2P,1,,,,A,,,,,,,,,,,,,,,,,,,,,NO,NO,SLX,FESTOON SWAG,,,,,,,,,,,Not,,,[GP] LX-Deck and SLX,GS Main Tight,None,"2'-2""","127'-7""",0',,,5,7DCD50:2796:1D:1F:Vecto,1818.1.1.0.0,S4-19 750w-Short,No,1,391,,26,,SFX,,11/6/21 at 12:41 PM - Print  by me,US Wall #1,Viper NT,Viper NT 1.3kW,Viper NT 1.3kW,2P-1,,,2,,S4-19 750w-Short,GS Main,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fog UL,3002,N22,1/393,US Wall,2,Viper NT,1300,,,,,2P,2,,,,A,,,,,,,,,,,,,,,,,,,,,NO,NO,SLX,FESTOON SWAG,,,,,,,,,,,Not,,,[GP] LX-Deck and SLX,GS Main Tight,None,"2'-2""","121'-9""",0',,,6,467F1E:2779:1D:1F:Vecto,1819.1.1.0.0,S4-19 750w-Short,No,1,393,,26,,SFX,,11/6/21 at 12:41 PM - Print  by me,US Wall #2,Viper NT,Viper NT 1.3kW,Viper NT 1.3kW,2P-2,,,2,,S4-19 750w-Short,GS Main,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SL Prop Box,393,N25,,US Wall,3,LED Tape,1000,,,,,2Q,3,,,,A,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,Tilt 45-degrees to door.  All barndoors open.,,,,,,,Not,,,[GP] LX-Overstage,GS Striplight,None,"17'-6""","30'-4""",0',180°,,7,3AA6F6:B44:1D:1B:Vecto,1770.1.1.0.0,,No,,,,26,,Light,,11/6/21 at 12:41 PM - HFC  by me,US Wall #3,LED Tape,LED Tape 1kW,LED Tape 1kW,2Q-3,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US Runlight,811,270,1/270,US Wall,4,LED Tape,,,Blue,,,2Q,1,,,,A,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,,Not,,,,,,0',0',0',,,8,58ADFC:107BA:17:F:Ronal,,,No,1,270,,26,,Light,,10/18/21 at 8:44 PM - HFC  by me,US Wall #4,LED Tape,LED Tape,LED Tape,2Q-1,Blue,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UC Door,394,272,1/272,US Wall,5,Mini 10,1000,,NC,,,2Q,4,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tilt 45-degrees to door.  All barndoors open.,,,,,,,Not,,,[GP] LX-Overstage,GS Striplight,None,0',"30'-4""",0',180°,,9,50F089:B7E:1D:1B:Vecto,1768.1.1.0.0,Mini-10 Worklight 1kw,Yes,1,272,,26,,Light,,11/10/21 at 3:21 PM - YCoord  by Vectorworks,US Wall #5,Mini 10,Mini 10 1kW,Mini 10 1kW,2Q-4,NC,,1,,Mini-10 Worklight 1kw,GS Striplight,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SR Prop Box,395,N25,,US Wall,6,LED Tape,1000,,,,,2Q,5,,,,A,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,Tilt 45-degrees to door.  All barndoors open.,,,,,,,Not,,,[GP] LX-Overstage,GS Striplight,None,"-17'-6""","30'-4""",0',180°,,10,363C73:B61:1D:1B:Vecto,1769.1.1.0.0,,No,,,,26,,Light,,11/6/21 at 12:57 PM - HFC  by me,US Wall #6,LED Tape,LED Tape 1kW,LED Tape 1kW,2Q-5,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fog UR,3003,N23,1/395,US Wall,7,Viper NT,1300,,,,,2P,3,,,,A,,,,,,,,,,,,,,,,,,,,,NO,NO,SLX,SCONCE,,,,,,,,,,,Not,,,[GP] LX-Deck and SLX,GS LED3,None,14',119',0',,,11,96BE98:256F:1D:1F:Vecto,1822.1.1.0.0,,No,1,395,,26,,SFX,,10/29/21 at 10:20 AM - Print  by me,US Wall #7,Viper NT,Viper NT 1.3kW,Viper NT 1.3kW,2P-3,,,2,,Viper Fogger,GS Main,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fog DR,3004,N24,1/397,US Wall,8,Viper NT,1300,,,,,2P,4,,,,A,,,,,,,,,,,,,,,,,,,,,NO,NO,SLX,SCONCE,,,,,,,,,,,Not,,,[GP] LX-Deck and SLX,GS LED3,None,-14',119',0',,,12,8E6B44:258C:1D:1F:Vecto,1821.1.1.0.0,,No,1,397,,26,,SFX,,10/29/21 at 10:20 AM - Print  by me,US Wall #8,Viper NT,Viper NT 1.3kW,Viper NT 1.3kW,2P-4,,,2,,Viper Fogger,GS Main,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spare Circuit,,,,SM,,,,,,,,SM2,6,,,,A,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,,Not,,,,,,0',0',0',,,1,4BC43A:118DB:27:0:Ronal,,,No,,,,27,,Light,,10/18/21 at 8:44 PM - HFC  by me,SM #,,,,SM2-6,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spare Circuit,,,,SM,,,,,,,,SM2,5,,,,A,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,,Not,,,,,,0',0',0',,,2,56E064:118D9:27:0:Ronal,,,No,,,,27,,Light,,10/18/21 at 8:44 PM - HFC  by me,SM #,,,,SM2-5,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spare Circuit,,,,SM,,,,,,,,SM2,4,,,,A,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,,Not,,,,,,0',0',0',,,3,200204:118D7:27:0:Ronal,,,No,,,,27,,Light,,10/18/21 at 8:44 PM - HFC  by me,SM #,,,,SM2-4,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spare Circuit,,,,SM,,,,,,,,SM2,3,,,,A,,,,,"100',100',50',25'",,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,,Not,,,,,,0',0',0',,,4,7ECC97:10907:28:35:Ronal,,,No,,,,27,,Light,,10/18/21 at 8:44 PM - HFC  by me,SM #,,,,SM2-3,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spare Circuit,,,,SM,,,,,,,,SM1,6,,,,A,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,,Not,,,,,,0',0',0',,,5,8C7229:10905:28:35:Ronal,,,No,,,,27,,Light,,10/18/21 at 8:44 PM - HFC  by me,SM #,,,,SM1-6,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rail Red,S1,S1,1/489,SM,1,Cage Light,7,,Red,,,SM2,1,,,,A,,,,,"100',100',50',25'",,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,,Not,,,,,,0',0',0',,,6,23B1CF:107C1:1B:2D:Ronal,,,No,1,489,,27,,Light,,10/21/21 at 10:27 AM - Dim  by Ronald Schwier,SM #1,Cage Light,Cage Light 7.5w,Cage Light 7.5w,SM2-1,Red,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rail Blue,S2,S2,1/490,SM,2,Cage Light,7,,Blue,,,SM2,2,,,,A,,,,,"100',100',50',25'",,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,,Not,,,,,,0',0',0',,,7,18A51B:107C8:1B:2D:Ronal,,,No,1,490,,27,,Light,,10/21/21 at 10:27 AM - Dim  by Ronald Schwier,SM #2,Cage Light,Cage Light 7.5w,Cage Light 7.5w,SM2-2,Blue,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSR Door,S4,S3,1/491,SM,3,Cage Light,7,,Red,,,SM1,1,,,,A,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,,Not,,,,,,0',0',0',,,8,6770D:107CF:1B:2D:Ronal,,,No,1,491,,27,,Light,,10/21/21 at 10:27 AM - Dim  by Ronald Schwier,SM #3,Cage Light,Cage Light 7.5w,Cage Light 7.5w,SM1-1,Red,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USR Door,S5,S4,1/492,SM,4,Cage Light,7,,Red,,,SM1,2,,,,A,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,,Not,,,,,,0',0',0',,,9,1C75A8:107D6:1B:2D:Ronal,,,No,1,492,,27,,Light,,10/21/21 at 10:27 AM - Dim  by Ronald Schwier,SM #4,Cage Light,Cage Light 7.5w,Cage Light 7.5w,SM1-2,Red,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC Door,S6,S5,1/493,SM,5,Cage Light,7,,Red,,,SM1,3,,,,A,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,,Not,,,,,,0',0',0',,,10,72A91E:107DD:1B:2D:Ronal,,,No,1,493,,27,,Light,,10/21/21 at 10:27 AM - Dim  by Ronald Schwier,SM #5,Cage Light,Cage Light 7.5w,Cage Light 7.5w,SM1-3,Red,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USL Door,S7,S6,1/494,SM,6,Cage Light,7,,Red,,,SM1,4,,,,A,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,,Not,,,,,,0',0',0',,,11,697A30:107E4:1B:2D:Ronal,,,No,1,494,,27,,Light,,10/21/21 at 10:27 AM - Dim  by Ronald Schwier,SM #6,Cage Light,Cage Light 7.5w,Cage Light 7.5w,SM1-4,Red,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSL Door,S8,S7,1/495,SM,7,Cage Light,7,,Red,,,SM1,5,,,,A,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,,Not,,,,,,0',0',0',,,12,1A0D7:107EB:1B:2D:Ronal,,,No,1,495,,27,,Light,,10/21/21 at 10:27 AM - Dim  by Ronald Schwier,SM #7,Cage Light,Cage Light 7.5w,Cage Light 7.5w,SM1-5,Red,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Conductor,S20,S13,1/501,SM,8,Cage Light,7,,Red,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,,Not,,,,,,0',0',0',,,13,272B84:107F2:1B:2D:Ronal,,,No,1,501,,27,,Light,,10/28/21 at 10:21 AM - Addr  by Ronald Schwier,SM #8,Cage Light,Cage Light 7.5w,Cage Light 7.5w,,Red,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audio,S22,S14,1/502,SM,9,Cage Light,7,,Red,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,,Not,,,,,,0',0',0',,,14,D9CB4:107F9:1B:2D:Ronal,,,No,1,502,,27,,Light,,10/28/21 at 10:22 AM - Addr  by Ronald Schwier,SM #9,Cage Light,Cage Light 7.5w,Cage Light 7.5w,,Red,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
